question_id,student_id,solution
19_20-1-1-java,C6P7CKBX,"int gcd (int a, int b) 
    {
      int r;
      while(a!=0)
      {
          r=b%a;
          b=a;
          a=r;
      }
      return b;
    }

int lcm(int a, int b) 
{
    return a*b/ gcd(a,b) ;
}"
19_20-1-1-java,CIOVA5J3,"int lcm(int a, int b) {
    return (a * b) / gcd(a, b);
}

int gcd(int a, int b) {
    if (a < b) {
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a%b;
    if(r == 0) {
        return b;
    } else {
        return gcd(r, b);
    }
}"
19_20-1-1-java,E24TI5TA,"int gcd (int a, int b){
            if (a==b) return a;
            if (a==0) return b;
            if (b==0) return a;
            
            if (a%2==0){                        // a is even
                if (b%2!=0){                    // a is even, b is odd
                    return gcd(a/2, b);
                }
                else
                {
                    return gcd(a/2, b/2)*2;     // a is even, b is even
                }
            }
            
            if(b%2==0) return gcd(a, b/2);      // a is odd, b is even
            
            if(a>b){
                return gcd((a-b)/2, b);         // a is odd, b is odd, a>b
            }
            return gcd((b-a)/2, a);             // a is odd, b is odd, a<b
}


int lcm(int a, int b) {
    return Math.abs(a*b)/gcd(a,b);
}"
19_20-1-1-java,EWLVTI7M,"int lcm(int a, int b) {
    return a*b/gcd(a,b);
}

int gcd(int a, int b) {
    if (a < b) {
        int tmp = a;
        a = b;
        b = tmp;
        
    }
    int r = a % b;
    if (r == 0) {
        return b;
    } else {
        return gcd(r, b);
    }
}"
19_20-1-1-java,EYIBQKMO,"int lcm(int a, int b) {
        int n1 = a, n2 = b, gcd = 1;
        
        for(int i = 1; i <= n1 && i <= n2; ++i)
        {
            if(n1 % i == 0 && n2 % i == 0)
                gcd = i;
        }
        int lcm = (n1 * n2) / gcd;
        
        return lcm;
}"
19_20-1-1-java,FMSL23YJ,"int lcm(int a, int b) {
    if (a == 0 || b == 0){
        return 0;
    }
    
    return (a * b) / gcd(a, b);
}

int gcd(int a, int b) {
    int rem = 0;
    
    do{
        rem = a % b;
        a = b;
        b = rem;
    } while (b != 0);
    
    return a;
}"
19_20-1-1-java,FWCBXPHH,"int lcm(int a, int b) {
    int c = 0;
    c = (a*b)/ gcd(a,b);
    return c;
}
int gcd(int a, int b) {
    if (a < b) {
        int d = a;
        a=b;
        b=d;
    }
    int e = a % b;
    if (e == 0) {
        return b;
    }
    else {
        return gcd (e,b);
    }
}"
19_20-1-1-java,G632BNLN,"int lcm(int a, int b) {
    if (a < b) {
    int t = a;
    a = b;
    b = t;}
    int x = a;
    int y = b;
    int r = x % y;
    while (r > 0){
    y = r;
    r = x % y;}
    return ((a*b)/y);
}"
19_20-1-1-java,GPBD5CXG,"int lcm(int a, int b) {
    return a*b/gcd(a,b);
}

int gcd(int a, int b) {
    int r;
    while (b != 0) {
        r = a % b;
        a = b;
        b = r;
    }
    return a;
}"
19_20-1-1-java,H5KTW3EG,"int gcd(int a, int b) { 
    if (a < b) { int tmp = a; a = b; b = tmp; } 
    int r = a % b; 
    if (r == 0) { return b; } 
    else { return gcd(r, b); } 
    
}

int lcm(int a, int b) {
    gcd(a,b);
    return (a*b)/gcd(a,b);
}"
19_20-1-1-java,HFHC3KZK,"int lcm(int a, int b) {
    return a*b / gcd(a, b);
}

int gcd(int a, int b) {
         if (a < b) {
             int tmp = a;
             a = b;
             b = tmp;
         }
        int r = a % b;
        if (r == 0) {
            return b;
        } else {
            return gcd(r, b);
        }
     }"
19_20-1-1-java,IAEKZGCO,"int ggt(int a, int b) {
    if (a < b){
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if (r == 0){
        return b;
    }
    else{ 
    return ggt(r, b);
    }
}

int lcm(int a, int b) {
  int t = ggt(a, b);
  return (a*b)/t;
}"
19_20-1-1-java,IJXDAJJM,"int gcd(int a, int b) {
    if (a < b)
    {
        int x = a;
        a = b;
        b = x;
    }
    int r = a % b;
    if(r == 0)
    {
        return b;
    }
    else
    {
        return gcd(r,b);
    }
}

int lcm(int a, int b)
{
    return (a * b) / gcd(a, b);
}"
19_20-1-1-java,JOECET6I,"int lcm(int a, int b)
{
    return ((a*b)/gcd(a,b));
}

int gcd(int a, int b)
{
    if (a < b)
    {
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if (r == 0)
    {
        return b;
    }
    else
    {
        return gcd(r, b);
    }
}"
19_20-1-1-java,K2NMHYGA,"int lcm(int a, int b) {
    return (a*b)/gcd(a,b);
}

int gcd(int a, int b){
    while(a != b)
    {
        if (a>b)
        {
            a = a - b;
        }
        else
        {
            b = b - a;
        }
    }
    return a;
    
}"
19_20-1-1-java,LDIJ6DLP,"int gcd(int a, int b) {
    if (a<b){
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if (r == 0){
        return b;
    }
    else{
        return gcd(r,b);
    }
}

int lcm(int a, int b) {
    return (a*b)/gcd(a,b);
}"
19_20-1-1-java,MMP7WPBJ,"int lcm(int a, int b) 
	{
	    int top = a*b;
	    int bot = gcd(a,b);
	    return top/bot;
	}

	int gcd(int a, int b)
	{
	    if(a < b)
	    {
	        int temp = a;
	        a = b;
	        b=temp;
	    }
	    int r = a%b;
	    if(r == 0)
	    {
	        return b;
	    }else
	    {
	       return gcd(b,r);
	    }
	}"
19_20-1-1-java,MO6UT2TR,"int lcm(int a, int b) {
    return (a*b)/gcd(a,b);
}

int gcd(int a, int b) {
    if (a<b) {
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a%b;
    if(r == 0) {
        return b;
    } else {
        return gcd(r,b);
    }
}"
19_20-1-1-java,NOIFUS3R,"int lcm(int a, int b) {
    return (a*b)/ggt(a,b);
}

int ggt(int a, int b) {
    if (a == 0)
    return b;
    while (b != 0) {
    if (a > b)
    a = a - b;
    else
    b = b - a;
    }
return a;
}"
19_20-1-1-java,NPDSE7GO,"int lcm(int a, int b) {
    return (a * b) / gcd(a,b);
}

int gcd(int a, int b) {
    int r;
    while((a % b) > 0) {
        r = a % b;
        a = b;
        b = r;
    }
    
    return b;
}"
19_20-1-1-java,NSYSX25L,"int lcm(int a, int b) {
    return (a*b)/gcd(a,b);
}
int gcd(int a, int b) {
    if (a<b) {
        int tmp = a;
        a=b;
        b=tmp;
    }
    int r = a % b;
    if (r == 0) {
        return b;
    }
    else {
        return gcd(r,b);
    }
}"
19_20-1-1-java,OMREAFIQ,"int lcm(int a, int b) {
    assert b >= 0 : ""b > 0"";
    assert gcd(a, b) >= 0 : ""gcd(a, b) >= 0"";

    return a*b/gcd(a,b);
}

int gcd(int n, int m) {
    assert m > 0 : ""m > 0"";

    int r = n % m;
    return r > 0 ? gcd(m, r) : m;
}"
19_20-1-1-java,PQSVIRWB,"int gcd(int a, int b) {
    if (b == 0) {
        return a;
    }
    return gcd(b, a % b);
}

int lcm(int a, int b) {
    return (a * b)/gcd(a, b);
}"
19_20-1-1-java,QLMEELAK,"int gcd(int a, int b) 
{ 
    if (a<b) 
    {
        int tmp = a;
        a=b;
        b=tmp;
    }
    int r= a % b;
    if (r == 0)
    {
        return b;
    }
    else
    {
        return gcd (r, b);
    }
}

int lcm (int a, int b)
{
    return a*b / gcd(a,b);
}"
19_20-1-1-java,QTVYCLQR,"int lcm(int a, int b) {
    
    return (a * b)/gcd(a, b);
}

int gcd(int a, int b)
{
    if(a < b)
    {
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if(r == 0)
    {
        return b;
    }
    else
    {
        return gcd(r, b);
    }
}"
19_20-1-1-java,RQGSXILI,"int lcm(int a, int b) {
    return a * b / gcd(a,b);
}

// Berechnet den größten gemeinsamen Teiler
//@return GGT von a un b
int gcd(int a, int b) {
    if (a < b) 
    {
        int tmp = a;        
        a = b;
        b = tmp;
    }    
    int r = a % b;
    if (r == 0)
    {
        return b;
    }
    else
    {
        return gcd(r, b);
    }
}"
19_20-1-1-java,RY56SB7K,"int lcm(int x, int y) {
    int ggt = ggt(x, y);
    int mul = x * y;

    return mul / ggt;
}

int ggt(int x, int y) {
    int r = x % y;

    if (r == 0) {
        return y;
    } else {
        return ggt(y, r);
    }
}"
19_20-1-1-java,SSFVC6LI,"int lcm(int a, int b) {
    return a*b/gcd(a,b);
}

int gcd(int a, int b) {
    if(a < b) {
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if(r == 0) {
        return b;
    } else {
        return gcd(r,b);
    }
}"
19_20-1-1-java,SW3OAVTI,"int ggt (int a, int b) 
{
    if (a < b) 
    {
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if (r == 0) 
    {
        return b;
        
    } 
    else 
    {
        return ggt(r, b);
    }
    
}
int lcm (int a, int b)
{
    return a*b/ggt(a,b);
}"
19_20-1-1-java,TKOAF6SX,"int lcm(int a, int b) 
{
    return (a*b)/gcd(a,b);
}
int gcd(int a, int b) 
{
    if (a < b) 
    {
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if (r==0)
    {
        return b;
    }
    else
    {
        return gcd(r,b);
    }
}"
19_20-1-1-java,TPZSRKST,"private int ggt(int a, int b)
    {
        while(true) 
        {
            a = a % b;
            if(a == 0) return b;
            b = b % a;
            if(b == 0) return a;
        }
    }

    private int lcm(int a, int b)
    {
        if(a == 0 || b == 0) return 1;
        return (a*b)/ggt(a,b);
    }"
19_20-1-1-java,U33HGNMX,"int lcm(int a, int b) {
    return (a*b)/gcd(a, b);
}

int gcd(int a, int b) 
{
    if (a < b) 
    {
        int tmp= a;
        a = b;
        b = tmp;
    }
    
    int r = a % b;
    if (r == 0) 
    {
        return b;
    } 
    else 
    {
        return gcd(r, b);
        
    }
}"
19_20-1-1-java,UD5RZYEP,"int lcm(int a, int b) {
    return (a*b)/gcd(a,b);
}

int gcd(int a, int b) {
    
    int r = a%b;
    
    if(r>0) {
        return gcd(b,r);
    }
    else {
        return b;
    }
}"
19_20-1-1-java,URM2KC3R,"int lcm(int a, int b) {
    return (a*b)/gcd(a,b);
}

int gcd(int a, int b) {
        if (a < b)
        {
            int tmp = a;
            a = b;
            b = tmp;
        }
        int r = a % b;
        if (r == 0)
        {
        return b;
        }
    else
        {
        return gcd(r, b);
        }
    }"
19_20-1-1-java,UYXS5M5K,"int lcm(int a, int b) {
    int gcd = gcd(a, b);
    return (a*b)/gcd;
}

int gcd(int a, int b)
{
    if (a < b) 
    {
        int tmp = a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if (r == 0) 
    {
    return b;
    }
    else 
    {
    return gcd(r, b);
    }
}"
19_20-1-1-java,VGABIAQZ,"int lcm(int a, int b) {
    return (a*b)/gcd(a,b);
}

int gcd(int a, int b) {
if (a < b) {
int tmp = a;
a = b;
b = tmp;
}
int r = a % b;
if (r == 0) {
return b;
} else {
return gcd(r, b);
}
}"
19_20-1-1-java,VJM7JEP4,"int lcm(int a, int b) {
    return (a*b) / gcd(a, b);
}

int gcd(int a, int b) {
if (a < b) {
int tmp = a;
a = b;
b = tmp;
}
int r = a % b;
if (r == 0) {
return b;
} else {
return gcd(r, b);
}
}"
19_20-1-1-java,WG7SKVW4,"int gcd(int a, int b) {
    
if (a < b) {
    int tmp = a;
    a = b;
    b = tmp;
}

int r = a % b;
 
if (r == 0) {
return b;
} 
else {
return gcd(r, b);
}
}

int lcm(int a, int b) {
    return (a * b)/gcd(a,b);
}"
19_20-1-1-java,XSDKEFMJ,"int lcm(int a, int b)
{
    return (a*b)/(gcd(a,b));
}

//aus vorlesung den gcd
int gcd(int a, int b)
{
    if (a < b)
    {
        int tmp = a;
        a= b;
        b = tmp;
    }
    int r = a % b;
    if (r == 0) {
    return b;
 }
 else
 {
    return gcd(r, b);
 }
}"
19_20-1-1-java,YDIEM4NW,"int lcm(int a, int b) {
    int gcd = gcd(a,b);
    return (a*b)/gcd;
}

int gcd(int a, int b) {
    while(a % b > 0) {
        int r = a % b;
        a = b;
        b = r;
    }
    return b;
}"
19_20-1-1-java,ZV73W5DP,"int lcm(int a, int b) {
    return (a*b)/gcd(a,b);
}

int gcd(int a, int b)
{
    if (a < b)
    {
        int tmp= a;
        a = b;
        b = tmp;
    }
    int r = a % b;
    if (r == 0)
    {
        return b;
        
    } else {
        return gcd(r, b);
    }
}"
19_20-1-1-python,3QDYQU4I,"def GCD(a, b):
# GCD-Implementation der Vorlesung
    if a < b:
        a, b = b, a
    r = a % b
    if r != 0:
        return GCD(b, r)
    else:
        return b

def LCM(a, b):
    return a * b / GCD(a, b)"
19_20-1-1-python,4PPDVAQT,"def GGT(a, b):    
    if a < b:        
        a, b = b, a    
    r = a % b    
    if r > 0:        
        return GGT(b, r)    
    else:        
        return b
def LCM(a, b):
    return a * b / GGT (a, b)"
19_20-1-1-python,5SQ7WPEA,"def LCM(a, b):
    mult = a * b
    return mult/GCD(a, b)

def GCD(x, y):
    if x < y:
        x, y = y, x

    r = x % y
    if r != 0:
        return GCD(y, r)
    else:
        return y"
19_20-1-1-python,5TRPAFPX,"def LCM(a, b):
    return (a * b) / GCD(a, b)

def GCD(a, b):
    if b > a:
        a, b = b, a
    while a % b > 0:
        r = a % b
        a = b
        b = r
    return b"
19_20-1-1-python,6RPRP4IE,"def GCD(a, b):
    if a < b:
        hilf = a
        a = b
        b = hilf
    r = a % b
    if r != 0:
        return GCD(b, r)
    else:
        return b
        
    
def LCM(a, b):
    c = GCD(a, b)
    return (a * b)/c"
19_20-1-1-python,7H5QQ662,"def LCM(a: int, b: int) -> int:
    return (a * b) / GCD(a, b)

def GCD(a: int, b: int) -> int:
    if (a % b) == 0:
        return b
    return GCD(b, a % b)"
19_20-1-1-python,BUQGY7N7,"def LCM(a, b):
    return ((a*b) / (gcd(a, b)))
    
def gcd(a, b):
    if a < b:
        a, b = b, a 

    r = a % b
    if r == 0:
        return b
    else:
        return gcd(b, r)"
19_20-1-1-python,BVAP5NM4,"def LCM(a, b):
    if a > b:
        gr = a
        sma = b
    else:
        gr = b
        sma = a

    while sma > 0:
        tmp = gr % sma
        gr = sma
        sma = tmp

    kgV = a * b / gr
    return kgV"
19_20-1-1-python,C36JD6CE,"def LCM(a, b):
    gcd = GCD(a, b)
    return (a * b) / gcd

def GCD(a, b):
    if a < b:
        a, b = b, a
    r = a % b
    if r > 0:
        return GCD(b, r)
    else:
        return b"
19_20-1-1-python,CIOVA5J3,"def LCM(a, b):
    return (a*b)/GGT(a,b)
    
def GGT(a,b):
    if a < b:
        a, b = b, a
    r = a % b
    if r > 0:
        return GGT(b, r)
    else:
        return b"
19_20-1-1-python,F5TAKBFQ,"def gcd(a, b):
    while b:
        a, b = b, a%b
    return a
        
def LCM(a, b):
    return a*b//gcd(a, b)"
19_20-1-1-python,FMFB2ERW,"def GGT(a, b):
    if a < b:
        a, b = b, a
    r = a % b
    if r == 0:
        return b
    else:
        return GGT (b, r)

def LCM(a, b):
    ggt = GGT(a, b)
    return a * b / ggt"
19_20-1-1-python,G632BNLN,"def LCM(a, b):
  x=a
  y=b
  r = x % y
  if x<y:
      x, y = y, x
  while r > 0:
    y = r
    r = x % y
  return((a*b)/y)"
19_20-1-1-python,GQCLXZXG,"def LCM(a, b):
    mult = a*b
    return mult/GCD(a,b)

def GCD(x,y):
    if x<y:
        x,y = y,x
    r = x%y
    if r != 0:
        return GCD(y,r)
    else:
        return y"
19_20-1-1-python,J24DZKBZ,"def LCM(a, b):
    return ((a*b)/(GGT(a, b)))


def GGT(a, b):
    if a < b:
        a, b = b, a
    r = a % b
    if r > 0:
        return GGT(b, r)
    else:
        return b"
19_20-1-1-python,LAEEVP2N,"def LCM(a, b):
    if a < b:
        a, b = b, a
    return a*b/GCD(a,b)


def GCD(a,b):
    r = a % b
    if r != 0:
        return GCD(b, r)
    else:
        return b"
19_20-1-1-python,LDR4Y4L3,"def ggt(a, b):
    while a % b > 0:
        r = a % b
        a = b
        b = r
    return b

def LCM(a, b):
    #ggt*kgv = a*b --> kgv = a*b/ggt
    #ggt ist hier ggt_calc und der ggt wird mit hilfe vom Algorithmus der VL berechnet
    ggt_calc = ggt(a,b)
    lcm_calc = a*b/ggt_calc
    return lcm_calc"
19_20-1-1-python,NZJES6ZV,"def GCD(a,b):
    if a<b:
        a,b=b,a
    while a%b>0:
        r=a%b
        a,b = b,r
    return b

def LCM(a, b):
    return (a*b)/GCD(a,b)"
19_20-1-1-python,OTLDMOQQ,"def LCM(a, b):
    return a * b / gcd(a, b)

def gcd(a, b):
    if a < b:
        a, b = b, a
    r = a % b
    if r > 0:
        return gcd(b, r)
    else:
        return b"
19_20-1-1-python,PFNSZINL,"def LCM(a, b):
  return int(a*b/GCD(a,b))

def GCD(a,b):
  if a%b == 0:
    return b
  else:
    new_a = b
    new_b = a%b
    return GCD(new_a, new_b)"
19_20-1-1-python,PVTZLAFP,"def GGT(a,b):
    if a < b:
        a, b = b, a
    r = a % b
    if r != 0:
        return GGT(b, r)
    else:
        return b


def LCM(a, b):
    return(a*b / GGT(a,b))"
19_20-1-1-python,QECWV7HK,"def GCD(a, b):
   while(b):
       a, b = b, a % b
   return a
   
def LCM(a, b):
    return (a * b) // GCD(a,b)"
19_20-1-1-python,SEATKBAK,"def gcd(a,b):
    #make sure a > b
    (a,b) = sorted([a,b],reverse= True)
    #recursive algorithm
    if a%b == 0:
        return b
    else:
        (a,b) = (b, a%b)
        return gcd(a,b)
        
def LCM(a, b):
    
    return a*b/ gcd(a,b)"
19_20-1-1-python,SQKDHBHW,"def GCD(a, b):
    if a < b:
        a, b = b, a
    r = a % b
    if r == 0:
        return b
    else:
        return GCD(r, b)

def LCM(a, b):
    return a * b / GCD(a, b)"
19_20-1-1-python,SRMT6YIX,"def LCM(a, b):
    if a < b:
        big, small = b, a
    else:
        big, small = a, b
    
    while (big % small):
        r = big % small
        big, small = small, r
    
    return (a*b)/small"
19_20-1-1-python,TKQN7FRJ,"def GCD(a, b):
    while b!=0:
        c=a%b
        a=b
        b=c
    return a

def LCM(a, b):
    return (a*b)/GCD(a,b)"
19_20-1-1-python,USKQ6WO3,"def LCM(a, b):
    return ( (a * b) / GCD(a, b) )
    
# GCD Implementierung aus Vorlesungsunterlagen
def GCD(a, b):
    if a < b:
        a, b = b, a
    r = a % b
    if r > 0:
        return GCD(b, r)
    else:
        return b"
19_20-1-1-python,XZTB374C,"def GCD(a, b):
    if b == 0:
        return a
    return GCD(b, a%b)

def LCM(a, b):
    return (a*b)/GCD(a, b)"
19_20-1-1-python,Y3YJOVOH,"def LCM(a, b):
  if (a<b):
      a, b = b, a
  kgv = 1
  x = 1
  tst =1
  while tst != 0:
      kgv = b*x
      tst = kgv % a
      x +=1
  return (kgv)"
19_20-1-1-python,YBMJXTHC,"def GGT(a, b): 
    while a % b > 0:
        r = a % b
        a,b = b,r
    return b

def LCM(a, b):
    nenner = a * b
    zaehler = GGT(a,b)
    return nenner / zaehler"
19_20-1-1-python,ZLV7YBN2,"def GGT(a, b):
    r = a % b
    if r != 0:
        return GGT(b, r)
    else:
        return b

        
def LCM(a, b):
    return (a*b)/GGT(a,b)"
19_20-2-1-java,2SBCAEOV,"public class Queue {
    private String[] list = new String[100];
    private int head = 1;
    private int end = 1;
    private int MAXE = 100;

    public boolean emptyqueue() {
        return (head == end);
    }

    public String head() {
        return list[head];
    }

    public void enqueue(String s) {
        if ((end + 1) % MAXE == head) {
            //System.out.println(""Overflow"");
        } else {
            list[end] = s;
            end = (end + 1) % MAXE;
        }
    }

    public String dequeue() {
        if (head == end) return """";
        else {
            String x = list[head];
            head = (head + 1) % MAXE;
            return x;
        }
    }
}"
19_20-2-1-java,4PPDVAQT,"public class Queue {
    
    private String[] array = new String[150];
    
    private int length = 0;
    
    public boolean emptyqueue() {
        return length == 0;
    }
    
    public String head() {
        return array[0];
    }
    
    public void enqueue(String s) {
        array[length]=s;
        length++;
    }
    
    public String dequeue() {
        String first = head();
        for(int i = 0; i<length; i++){
            array[i]=array[i+1];
        }
        length--;
        return first;
    }
}"
19_20-2-1-java,4Z32EUQP,"public class Queue {
    
    private final int max = 100;
    String[] qu = new String[max];
    private int Qhead = 0;
    private int Qrear = 0;
    
    public boolean emptyqueue() {
        return Qhead == Qrear;
    }
    
    public String head() {
        return qu[Qhead];
    }
    
    public void enqueue(String s) {
        
        if( (Qrear +1) % max != Qhead ) {
            qu[Qrear] = s;
            Qrear = (Qrear + 1) % max;
        }
        
    }
    
    public String dequeue() {
        
        if( !this.emptyqueue() ) 
        {
            String x = qu[Qhead];
            Qhead = (Qhead + 1) % max;
            return x;
        }else{
        return ""error"";
        }
    }
}"
19_20-2-1-java,5D73SALH,"public class Queue {
    
    private int maxLength = 101;
    private String queue[] = new String [maxLength];
    private int head = 0;
    private int rear = head;
    
    public boolean emptyqueue() {
        return head == rear;
    }
    
    public String head() {
        return queue[head];
    }
    
    public void enqueue(String s) {
        if(((rear + 1) % maxLength) == head){
            throw new Error(""Overflow!""); 
        } else {
            queue[rear] = s;
            rear = (rear + 1) % maxLength;
            
        }
    }
    
    public String dequeue() {
        if(head == rear){
            throw new Error(""Underflow!"");
        } else {
            String s = queue[head];
            head = (head + 1) % maxLength;
            return s;
        }
    }
}"
19_20-2-1-java,5QF4JQUT,"public class Queue {

    private String data;

    public Queue() {
        data = """";
    }

    public boolean emptyqueue() {
        return (data.isEmpty());
    }

    public String head() {
        String head = """";
        int index = data.indexOf(""###"");

        if (index != -1) {
            head = data.substring(0, index);
        }

        return head;
    }

    public void enqueue(String s) {
        data += s + ""###"";
    }

    public String dequeue() {
        String head = """";
        int index = data.indexOf(""###"");
        if (index != -1) {
            head = data.substring(0, index);
            index += 3;
            data = data.substring(index);
        }
        return head;
    }

}"
19_20-2-1-java,6PM43EV6,"public class Queue {
    
    private String[] _queue = new String[100];
    private int _head;
    private int _tail;
    
    public void Queue(){
        
        _head = 0;
        _tail = 0;
    }
    
    public boolean emptyqueue() {
        return _head == _tail;
    }
    
    public String head() {
        return _queue[_head];
    }
    
    public void enqueue(String s) {
        _queue[_tail] = s;
        if (_tail == 99){
            _tail = 0;
        }
        else{
            _tail ++;
        }
    }
    
    public String dequeue() {
        String headStr = _queue[_head];
        
        if (_head == 99){
            _head = 0;
        }
        else{
            _head ++;
        }
        
        return headStr;
    }
}"
19_20-2-1-java,6Q23JRTB,"class Queue
{
	private static final int BUFFER_SIZE = 100;
	private String[] buffer = new String[BUFFER_SIZE]; 
	
	private int head = 0;
	private int tail = 0;
	private int size = 0;
	
	public boolean emptyqueue()
	{
		return size == 0;
	}
	
	public String head()
	{
		return buffer[head];
	}
	
	public void enqueue(String s)
	{
		if(size < BUFFER_SIZE)
		{
			size++;
			
			buffer[tail++] = s;
			if(tail >= BUFFER_SIZE)
			{
				tail = 0;
			}
		}
		else
		{
			throw new IllegalStateException(""Queue is full"");
		}
	}
	
	public String dequeue()
	{
		if(size > 0)
		{
			size--;
			
			String ret = buffer[head];
			head++;
			if(head >= BUFFER_SIZE)
			{
				head = 0;
			}
			return ret;
		}
		else
		{
			throw new IllegalStateException(""Queue is empty"");
		}
	}
}"
19_20-2-1-java,BBGDLL6M,"public class Queue {
    
    int head=0;
    int rear=0;
    int max=101;
    String x;
    String[] q=new String[101];
    public boolean emptyqueue() {
        if(head==rear){
            return true;
        }
        else{
            return false;
            
        }
        
    }
    
    public String head() {
        return q[head];
    }
    
    public void enqueue(String s) {
        if((rear+1)%max==head){
            System.out.println(""Overflow"");
        }
        else{
            q[rear]=s;
            rear=(rear+1)%max;
        }
        
    }
    
    public String dequeue() {
        if(head==rear){
            return(""Underflow"");
        }
        else{
            x=q[head];
            head=(head+1)%max;
            return x;
        }
    }
}"
19_20-2-1-java,CIOVA5J3,"public class Queue {
    
    public final int MAX = 100;
    public String[] queue = new String[MAX];
    public int head;
    public int rear;
    public Queue() {
        head = 1;
        rear = 1;
    }
    
    public boolean emptyqueue() {
        if(head == rear) {
            return true;
        } else {
            return false;
        }
    }
    
    public String head() {
        return queue[head];
    }
    
    public void enqueue(String s) {
        if(((rear + 1) % MAX) == head) {
            //
        } else {
            queue[rear] = s;
            rear = (rear + 1) % MAX;
        }
    }
    
    public String dequeue() {
        if(head == rear) {
            return """";
        } else {
            String x = queue[head];
            head = (head + 1) % MAX;
            return x;
        }
    }
}"
